idx,dataset_source,Type_1,Type_4,sbert_euclid,sbert_cosine,sbert_norm,meteor,meteor_inv,meteor_norm,rouge_l,rouge_l_inv,rougel_norm,bertscore_f1,bertscore_inv,jaccard,jaccard_div,edit_norm,SDS,drift_category
1323,mrpc,Two of his cousins members of the Jordanian royal family have been mentioned as possible contenders to the throne .,"His two cousins, both Jordanian royals, are rumored as potential contenders for the throne.",0.2194427251815796,0.9759225,0.15781564235949022,0.37203870537203865,0.6279612946279614,0.6278536133818334,0.48484848484848486,0.5151515151515151,0.4965034965034965,0.93455714,0.06544286,0.34782608695652173,0.6521739130434783,0.41739130434782606,0.3195608073927601,Low Drift
1324,mrpc,A race observer sits in the passenger seat of the vehicle following the contestant car to record broken rules and track of the car 's time .,"A race official accompanies the contestant's car, riding in a chase vehicle to log any rule infractions and record its elapsed time.",0.5146054625511169,0.8675907,0.4588372104138228,0.34638996973627323,0.6536100302637268,0.6535097726748016,0.36734693877551017,0.6326530612244898,0.618524332810047,0.9085378,0.091462195,0.3870967741935484,0.6129032258064516,0.6857142857142857,0.5297091473452634,High Drift
1325,mrpc,The single currency dropped to 136.94 yen compared with its late U.S. level of 137.64 .,"The euro declined to 136.94 yen, down from its late U.S. close of 137.64.",0.8639222383499146,0.62681913,0.8150877471033167,0.6579764121663563,0.3420235878336437,0.34183314603562165,0.6857142857142857,0.3142857142857143,0.28791208791208794,0.9549792,0.04502082,0.5217391304347826,0.4782608695652174,0.39080459770114945,0.6150016950515318,High Drift
1326,mrpc,"A second Indonesian , Imam Samudra , the so-called "" field commander "" of the bombings , was sentenced to death last month .","Imam Samudra, the second Indonesian and alleged field commander of the bombings, was condemned to death last month.",0.554512083530426,0.8462582,0.49953595758630837,0.7861258083480306,0.21387419165196941,0.21364665885649967,0.7027027027027027,0.29729729729729726,0.2702702702702703,0.92970663,0.07029337,0.6666666666666666,0.33333333333333337,0.4112903225806452,0.396504960377139,Medium Drift
1327,mrpc,"Bombardier and Embraer will each deliver 85 jets by September 2006 , U.S. Airways said in a release .",U.S. Airways stated that Bombardier and Embraer are to deliver 85 jets apiece by September 2006.,0.2431534379720688,0.97043824,0.18199700077717917,0.6579764121663563,0.3420235878336437,0.34183314603562165,0.5142857142857143,0.48571428571428565,0.4659340659340659,0.94755715,0.05244285,0.5217391304347826,0.4782608695652174,0.7326732673267327,0.270751642860245,Low Drift
1328,mrpc,""" Californians understand that we have some real problems in the state and they want common-sense solutions , and recall isnt one of them , "" Davis adviser Roger Salazar said .","Davis adviser Roger Salazar stated that Californians acknowledge the state's significant issues, seeking sensible solutions, and believe a recall is not among them.",0.5387071371078491,0.8548974,0.4834172909905911,0.3916314412238324,0.6083685587761676,0.6082552066947714,0.2692307692307692,0.7307692307692308,0.7204142011834319,0.9136081,0.086391926,0.3076923076923077,0.6923076923076923,0.7045454545454546,0.5557842561699953,High Drift
1329,mrpc,"The news comes after Drax 's American owner , AES Corp. AES.N , last week walked away from the plant after banks and bondholders refused to accept its restructuring offer .","This update follows Drax's U.S. owner, AES Corp. AES.N, withdrawing from the plant last week after banks and bondholders rejected its restructuring plan.",0.3261966407299042,0.946798,0.26668856900559273,0.6373121507234066,0.36268784927659337,0.36250338845149255,0.5818181818181819,0.4181818181818181,0.39580419580419574,0.9564913,0.04350871,0.5151515151515151,0.48484848484848486,0.436046511627907,0.3116746582544933,Low Drift
1330,mrpc,"Sylvan Shalom , the Israeli Foreign Minister , said there was a possibility that Mr Bush “ will come to this area ” .","Sylvan Shalom, Israel's Foreign Minister, mentioned the prospect of Mr. Bush visiting the region.",0.48208317160606384,0.883798,0.4256693684828058,0.37760416666666663,0.6223958333333334,0.622286541244573,0.35294117647058826,0.6470588235294117,0.6334841628959275,0.94027966,0.059720337,0.2692307692307692,0.7307692307692308,0.4700854700854701,0.5065557619177835,High Drift
1331,mrpc,"Some 26.5 million shares changed hands , more than three times the daily average over 10 days of 6.8 million .","About 26.5 million shares traded, over triple the 10-day average daily volume of 6.8 million.",0.539364218711853,0.8545432,0.48408741533128413,0.6878153515834675,0.3121846484165325,0.31198557016715955,0.5641025641025642,0.4358974358974358,0.41420118343195256,0.9487884,0.051211596,0.48,0.52,0.43636363636363634,0.43568979991859286,Medium Drift
1332,mrpc,He also said it is too early to know whether a second wave might occur later in the winter .,He added it's too soon to tell if another wave could emerge later this winter.,0.4286959767341614,0.9081099,0.37122246486081456,0.21390374331550802,0.786096256684492,0.7860343453260794,0.39999999999999997,0.6000000000000001,0.5846153846153846,0.955954,0.044045985,0.25,0.75,0.532608695652174,0.4968634249047815,High Drift
1333,mrpc,"Her birthday , 21 April , was declared a public holiday and she attended a reception and a ball .","April 21st, her birthday, became a public holiday, and she went to a reception and ball.",0.3452756702899933,0.94039226,0.2861463076290919,0.6395874424720578,0.3604125575279422,0.36022743815240765,0.6666666666666667,0.33333333333333326,0.30769230769230765,0.93248546,0.06751454,0.5555555555555556,0.4444444444444444,0.4020618556701031,0.3052717337463982,Low Drift
1334,mrpc,""" Right from the beginning , we didn 't want to see anyone take a cut in pay .","From day one, our intention was to ensure no one's earnings were reduced.",0.9101197719573975,0.5858411,0.8622022783300569,0.06329113924050632,0.9367088607594937,0.9366905420505963,0.13333333333333333,0.8666666666666667,0.8615384615384615,0.90432924,0.09567076,0.07407407407407407,0.9259259259259259,0.7564102564102564,0.8769671677158457,High Drift
1335,mrpc,"The transition is slated to begin no later than June 7 , Dayton said .",Dayton said the transition is due to start by June 7.,0.34749454259872437,0.93962383,0.28840922342814934,0.6722608024691359,0.3277391975308641,0.3275446213217558,0.4999999999999999,0.5000000000000001,0.4807692307692309,0.9271657,0.07283431,0.5,0.5,0.7,0.334708304475087,Low Drift
1336,mrpc,"The greenback scored beefy gains against the euro , yen and Swiss franc despite weaker-than-expected September U.S. retail sales figures .","The US dollar rose sharply versus the euro, yen, and Swiss franc, even with September's disappointing US retail sales data.",0.9864211082458496,0.51348686,0.9400181574578987,0.5136986301369862,0.48630136986301375,0.4861526871914835,0.5116279069767442,0.4883720930232558,0.46869409660107336,0.9424974,0.057502627,0.3333333333333333,0.6666666666666667,0.5507246376811594,0.7549802512332505,High Drift
1337,mrpc,"Shares of the company , the second-largest U.S. coal producer behind Peabody Energy Corp. BTU.N , were up more than 3 percent in afternoon trade .","The company's shares, a US coal producer second only to Peabody Energy (BTU.N), rose over 3% in afternoon trading.",0.4215424954891205,0.91115105,0.36392699063998324,0.5255055147058824,0.47449448529411764,0.4743423852898613,0.5531914893617021,0.44680851063829785,0.425531914893617,0.93869543,0.06130457,0.4375,0.5625,0.4931506849315068,0.3983310544206856,Medium Drift
1338,mrpc,"Under the plan being announced Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","As part of a plan revealed Wednesday in Washington, GM is set to supply Dow's factories with trucks equipped for fuel cell conversion.",0.3332498371601105,0.9444723,0.2738817678088609,0.5959566925361695,0.40404330746383055,0.40387081638060734,0.4888888888888889,0.5111111111111111,0.4923076923076923,0.9356818,0.06431818,0.3235294117647059,0.6764705882352942,0.48366013071895425,0.3435647624229765,Low Drift
1339,mrpc,The American Film Institute recently named her the top female screen legend .,AFI recently designated her the greatest female film legend.,0.5438209176063538,0.8521294,0.48863257743922667,0.36443494776828117,0.6355650522317189,0.6354595717837396,0.4761904761904762,0.5238095238095237,0.5054945054945054,0.93319577,0.06680423,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.521370361919185,High Drift
1340,mrpc,"That story also named archbishops Harry J. Flynn , of Minneapolis-St . Paul , and Edwin F. O 'Brien , of the Military Services , as possible candidates .",That story identified Archbishops Harry J. Flynn (Minneapolis-St. Paul) and Edwin F. O'Brien (Military Services) as potential contenders.,0.24621069431304932,0.9696902,0.1851149421064528,0.7156471761187027,0.28435282388129735,0.2841456901110749,0.7727272727272727,0.2272727272727273,0.1975524475524476,0.94646233,0.053537667,0.6538461538461539,0.34615384615384615,0.28104575163398693,0.2074085927965762,Low Drift
1341,mrpc,But Abraham said changes in air-pollution rules would be up to the Environmental Protection Agency ( EPA ) .,Abraham specified that alterations to air quality regulations fall under the EPA's authority.,0.5299582481384277,0.8595723,0.4744947410109463,0.1497005988023952,0.8502994011976048,0.8502560725148834,0.2580645161290323,0.7419354838709677,0.7320099255583126,0.8971229,0.10287708,0.19230769230769232,0.8076923076923077,0.7222222222222222,0.601150044221207,High Drift
1342,mrpc,Ontario Premier Ernie Eves appointed a judge on Tuesday to hold an independent investigation into how the province has handled SARS .,"Ontario's Premier, Ernie Eves, named a judge Tuesday to lead an independent inquiry into the province's handling of SARS.",0.44825422763824463,0.8995341,0.3911689371290136,0.7142857142857142,0.2857142857142858,0.2855075459995866,0.7142857142857143,0.2857142857142857,0.25824175824175827,0.9590545,0.04094547,0.5185185185185185,0.4814814814814815,0.3082706766917293,0.3434512231256772,Low Drift
1343,mrpc,""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said .","Fraley asserted biotech products might even be safer than conventional ones, thanks to all their testing.",0.38093915581703186,0.9274426,0.32251769526191343,0.45364891518737666,0.5463510848126234,0.5462197826664041,0.48484848484848486,0.5151515151515151,0.4965034965034965,0.9076611,0.09233892,0.391304347826087,0.6086956521739131,0.5546218487394958,0.4020552729911282,Medium Drift
1344,mrpc,They face charges of robbery and criminal impersonation of a police officer .,They are accused of robbery and illegally impersonating a police officer.,0.44115978479385376,0.9026891,0.3839336731911519,0.5902048319327732,0.4097951680672268,0.40962434177723184,0.6956521739130435,0.30434782608695654,0.2775919732441472,0.9582845,0.041715503,0.4666666666666667,0.5333333333333333,0.2727272727272727,0.367803466918967,Medium Drift
1345,mrpc,""" Kahuku Ranch has world - class qualities - tremendous resources , tremendous beauty and tremendous value to global biodiversity . ""","Kahuku Ranch boasts exceptional attributes: vast resources, stunning natural beauty, and immense value to global biodiversity.",0.6337854862213135,0.79915804,0.5803828971277909,0.5378086419753086,0.46219135802469136,0.46203569705740477,0.5625,0.4375,0.41586538461538464,0.92475754,0.07524246,0.42857142857142855,0.5714285714285714,0.45112781954887216,0.5238099546112325,High Drift
1346,mrpc,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,"According to Southwest, their 385 aircraft were already checked, with no other suspicious findings.",0.6501231789588928,0.78867006,0.597044884782753,0.25532268795741847,0.7446773120425816,0.7446034125670512,0.3225806451612903,0.6774193548387097,0.6650124069478908,0.92042893,0.07957107,0.24,0.76,0.7222222222222222,0.6401500947726402,High Drift
1347,mrpc,"His daughter , Nina Axelrod , told The Associated Press that he died in his sleep , apparently of heart failure .","Nina Axelrod, his daughter, informed the Associated Press he passed away peacefully while sleeping, likely from heart failure.",0.4224581718444824,0.91076463,0.3648608427067373,0.6005015432098765,0.3994984567901235,0.39932465026531605,0.5,0.5,0.4807692307692308,0.9225619,0.077438116,0.4,0.6,0.5317460317460317,0.3949352818309517,Medium Drift
1348,mrpc,Media moguls jostled for position as the deadline for bids for Vivendi Universal 's U.S. entertainment empire neared on Monday in an auction of some of Hollywood 's best-known assets .,Leading media executives vied for Vivendi Universal's US entertainment empire as Monday's bidding deadline loomed for the auction of top Hollywood assets.,0.6733274459838867,0.7733151,0.6207097447432772,0.390874707010441,0.609125292989559,0.6090121599339843,0.42857142857142855,0.5714285714285714,0.5549450549450549,0.93395805,0.06604195,0.4411764705882353,0.5588235294117647,0.5434782608695652,0.6052172898217741,High Drift
1349,mrpc,"Stewart said she intends to declare her innocence and proceed to trial if she is indicted , her lawyer said in a statement .",Her attorney announced Stewart intends to assert her innocence and stand trial should she be charged.,0.4890824556350708,0.88039905,0.43280758475104525,0.29696261682242986,0.7030373831775701,0.7029514316242207,0.4210526315789474,0.5789473684210527,0.562753036437247,0.92866457,0.071335435,0.32,0.6799999999999999,0.6451612903225806,0.5128254444629207,High Drift
1350,mrpc,""" Three Weeks in October "" goes on sale Monday , nearly a year after the Washington , D.C.-area sniper shootings started .","""Three Weeks in October"" will be released Monday, roughly a year since the D.C.-area sniper attacks began.",0.6858058571815491,0.76483524,0.6334358460764691,0.6211531027920669,0.3788468972079331,0.37866711338657505,0.6153846153846154,0.3846153846153846,0.3609467455621302,0.94759923,0.052400768,0.4444444444444444,0.5555555555555556,0.4344262295081967,0.5279842794356225,High Drift
1352,mrpc,"The 60-year-old millionaire hugged his attorneys , saying : "" Thank you so much . ""","The wealthy 60-year-old embraced his lawyers, uttering profuse thanks.",0.5497501492500305,0.8488875,0.4946795013248199,0.4958545918367347,0.5041454081632653,0.5040018901916772,0.4999999999999999,0.5000000000000001,0.4807692307692309,0.91391176,0.08608824,0.2631578947368421,0.736842105263158,0.6987951807228916,0.49376192498707355,High Drift
1353,mrpc,"This deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over , "" Geer added .",Geer added that security degrades significantly when most computers depend on a single operating system with shared global vulnerabilities.,0.5112972855567932,0.8692875,0.4554633677834577,0.44299294171220394,0.5570070582877961,0.5568788403596594,0.40909090909090906,0.5909090909090909,0.5751748251748251,0.91698194,0.083018064,0.34375,0.65625,0.5773809523809523,0.49968875377697153,High Drift
1354,mrpc,"Last month , 62 Spanish peacekeepers died when their plane crashed in Turkey as they were returning home .","A month ago, 62 Spanish peacekeepers perished in a plane crash in Turkey while en route home.",0.21239058673381805,0.9774453,0.1506235225390819,0.5694117647058824,0.4305882352941176,0.4304234272580233,0.5294117647058824,0.47058823529411764,0.4502262443438914,0.9521836,0.047816396,0.3333333333333333,0.6666666666666667,0.3490566037735849,0.2665040478438321,Low Drift
1355,mrpc,Its legal representatives began meeting with plaintiffs ' attorneys last week to discuss a settlement .,Its representatives initiated talks with plaintiffs' lawyers last week to settle.,0.4570009112358093,0.89557517,0.4000892379612886,0.568544708029197,0.431455291970803,0.43129073489177866,0.56,0.43999999999999995,0.41846153846153844,0.95368266,0.04631734,0.3888888888888889,0.6111111111111112,0.4077669902912621,0.4100039974474366,Medium Drift
1356,mrpc,Quattrone is accused of obstructing justice by helping to encourage co-workers in an e-mail to destroy files on lucrative investment banking deals .,Quattrone is accused of obstructing justice by prompting co-workers via email to destroy records on lucrative investment banking deals.,0.20998111367225647,0.97795403,0.14816622265888776,0.6726694915254237,0.32733050847457634,0.32713581397630564,0.7272727272727272,0.2727272727272728,0.2447552447552449,0.97526985,0.024730146,0.5925925925925926,0.40740740740740744,0.1891891891891892,0.20327794534164276,Low Drift
1357,mrpc,"Werdegar also said Intel 's servers were not harmed by the computer messages and the thousands of recipients were able to request that the e-mails stop , which Hamidi honored .","Werdegar confirmed Intel's servers remained unaffected by the messages, and thousands of recipients could ask to stop the emails, a request Hamidi honored.",0.4541352391242981,0.8968806,0.39716668371130315,0.49990584469081745,0.5000941553091826,0.49994946476079166,0.5555555555555556,0.4444444444444444,0.4230769230769231,0.9371518,0.06284821,0.47058823529411764,0.5294117647058824,0.38636363636363635,0.4229052877943248,Medium Drift
1358,mrpc,"If the subsidies are not repealed , the European Union is threatening trade sanctions against the United States .",The EU warns the United States of trade restrictions if the subsidies are not removed.,0.44033515453338623,0.90305245,0.3830926744381141,0.49315476190476193,0.5068452380952381,0.5067025015505479,0.3125,0.6875,0.6754807692307692,0.9325832,0.06741679,0.4,0.6,0.6991150442477876,0.46629225881913183,High Drift
1359,mrpc,"If the extra equity for the project cannot be found , AustMag directors will have to abandon the project in order to avoid trading while the company is insolvent .","If the necessary additional capital for the undertaking isn't secured, AustMag directors must halt the project to avoid the company trading while insolvent.",0.44380173087120056,0.90152,0.38662806055862725,0.5022544283413849,0.4977455716586151,0.49760020134650473,0.5,0.5,0.4807692307692308,0.94824606,0.05175394,0.375,0.625,0.5521472392638037,0.42765072275832344,Medium Drift
1360,mrpc,Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message .,Microsoft secured a patent for an instant messaging feature that notifies users when the person they are chatting with is typing a message.,0.3232329189777374,0.9477604,0.2636660188792974,0.6343984962406015,0.3656015037593985,0.3654178862496328,0.68,0.31999999999999995,0.2938461538461538,0.9638018,0.0361982,0.5333333333333333,0.4666666666666667,0.3291139240506329,0.29005241934673576,Low Drift
1361,mrpc,Prosecutors said the investment was a breach of duty and resulted in the pension fund immediately losing $ 1 million .,"Prosecutors alleged the investment, a duty breach, caused the pension fund an immediate $1 million loss.",0.3426011800765991,0.9413124,0.283418730140969,0.546642899584076,0.45335710041592403,0.45319888249998075,0.6285714285714286,0.37142857142857144,0.3472527472527473,0.9450099,0.054990113,0.43478260869565216,0.5652173913043479,0.4152542372881356,0.330141564035127,Low Drift
1362,mrpc,"Nonetheless , the economy "" has yet to exhibit sustainable growth . ""","Still, the economy has yet to achieve consistent long-term growth.",0.6995998024940491,0.75528014,0.6475035942096825,0.7519964507542148,0.24800354924578516,0.24778589470142795,0.6,0.4,0.37692307692307697,0.9238974,0.076102614,0.42857142857142855,0.5714285714285714,0.5072463768115942,0.5134439508507105,High Drift
1363,mrpc,"Santa Clara-based Intel had sought the injunction , arguing that Hamidi was trespassing on its computer servers just as though he were intruding on private property .","Intel, based in Santa Clara, pursued the injunction, asserting Hamidi's server access amounted to trespassing on private land.",0.37971681356430054,0.92790747,0.3212710901352115,0.35115800476921566,0.6488419952307843,0.6487403576027758,0.35555555555555557,0.6444444444444444,0.6307692307692306,0.903158,0.09684199,0.29411764705882354,0.7058823529411764,0.6144578313253012,0.4486645717555282,Medium Drift
1364,mrpc,"Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser , citing competition from Apple Computer 's Safari browser .","On Friday, Microsoft declared it would cease creating future Mac editions of its Internet Explorer browser, attributing the decision to Apple's competing Safari browser.",0.43636083602905273,0.9047947,0.3790394677265095,0.5077551020408163,0.4922448979591837,0.49209793555627757,0.48,0.52,0.5015384615384615,0.9304202,0.06957978,0.34285714285714286,0.6571428571428571,0.4685714285714286,0.42615096005485353,Medium Drift
1365,mrpc,""" The only thing that I know for certain is that these are bad people , "" Bush told a joint news conference with Blair .","Bush, alongside Blair, asserted his sole certainty at a news conference: these people were evil.",0.7237676382064819,0.7380803,0.6721511492075474,0.22516048672990327,0.7748395132700967,0.7747743438093934,0.21621621621621623,0.7837837837837838,0.7754677754677753,0.88794595,0.11205405,0.2413793103448276,0.7586206896551724,0.7416666666666667,0.7133391133799621,High Drift
1366,mrpc,"New cases of SARS might continue to appear , the authors write ominously , "" until the stratospheric supply of the causative agent becomes exhausted . ""","New SARS instances may continue, the authors grimly note, until the causative agent's high-altitude source is used up.",0.535194456577301,0.8567834,0.47983488553249404,0.3157209196964549,0.6842790803035451,0.6841876994295375,0.4285714285714286,0.5714285714285714,0.5549450549450549,0.9240767,0.07592332,0.26666666666666666,0.7333333333333334,0.6052631578947368,0.5357274821944149,High Drift
1367,mrpc,"Such a letter indicates the government intends to pursue an indictment and believes it has substantial evidence to support an indictment , the company said .","According to the company, the letter signals the government's intent to seek an indictment, confident it has ample evidence to support it.",0.4688654839992523,0.8900825,0.4121893164785674,0.4201431011859077,0.5798568988140923,0.5797352944432714,0.4680851063829787,0.5319148936170213,0.5139116202945989,0.9283685,0.07163149,0.4074074074074074,0.5925925925925926,0.5987261146496815,0.4660429728347145,High Drift
1368,mrpc,The Communicator can also consolidate e-mail from multiple screen names and other POP and IMAP accounts into a single application .,"The Communicator also centralizes email from various screen names, POP, and IMAP accounts within one program.",0.33595073223114014,0.94356865,0.2766362742776557,0.4573170731707317,0.5426829268292683,0.5425505629875401,0.5405405405405405,0.45945945945945954,0.43866943866943875,0.95602137,0.04397863,0.38461538461538464,0.6153846153846154,0.3816793893129771,0.3622257648979892,Medium Drift
1369,mrpc,"It would remove $ 55 billion in tax subsidies for exporters , which are illegal under international trade law , in exchange for new tax breaks .","It's set to end $55 billion in exporter tax benefits, deemed illegal by international trade rules, introducing fresh tax incentives.",0.6447994709014893,0.7921169,0.5916155038196107,0.38966217195882263,0.6103378280411773,0.6102250459364135,0.4090909090909091,0.5909090909090908,0.575174825174825,0.9260234,0.07397658,0.25,0.75,0.5277777777777778,0.5920492765140142,High Drift
1370,mrpc,""" This is a cloud hanging over their credibility , their word , "" said Hagel .",Hagel said it raises questions about their credibility and integrity.,0.7521723508834839,0.7171184,0.7011196810295672,0.1694915254237288,0.8305084745762712,0.8304594176948171,0.1818181818181818,0.8181818181818182,0.8111888111888111,0.8923881,0.107611895,0.23529411764705882,0.7647058823529411,0.6794871794871795,0.749001454394466,High Drift
1371,mrpc,He transferred another 10 million shares to a charitable trust and these shares were also liquidated .,"He also gifted an additional 10 million shares to a charitable trust, which were then sold.",0.4653759300708771,0.8917126,0.4086304966739707,0.5575,0.4425,0.44233863965267733,0.5625,0.4375,0.41586538461538464,0.94039667,0.059603333,0.47619047619047616,0.5238095238095238,0.46078431372549017,0.41681910285799484,Medium Drift
1372,mrpc,""" Although the preconditions for recovery remain in place , the prospect for external demand for UK output is weaker than previously expected . ""","While recovery prerequisites persist, the outlook for foreign demand for British products is not as strong as anticipated.",0.731183648109436,0.73268527,0.6797143631470455,0.3392964975845411,0.6607035024154588,0.6606052979299061,0.30769230769230765,0.6923076923076923,0.680473372781065,0.9078694,0.0921306,0.1724137931034483,0.8275862068965517,0.696551724137931,0.6760443520304216,High Drift
1373,mrpc,"The outbreak was especially intense in Colorado , where within the past month more than 6,300 people have been infected and at least six have died .","Colorado saw a particularly intense outbreak, with over 6,300 infections and at least six deaths in the past month.",0.36731043457984924,0.9325415,0.3086184508181414,0.5167322834645669,0.4832677165354331,0.4831181558166301,0.34782608695652173,0.6521739130434783,0.6387959866220735,0.93726635,0.06273365,0.41935483870967744,0.5806451612903225,0.6891891891891891,0.40955389897862554,Medium Drift
1374,mrpc,Taiwan ranked No. 3 in the world behind China and Hong Kong for SARS deaths and cases .,"Taiwan placed third worldwide in SARS fatalities and infections, exceeded only by China and Hong Kong.",0.4020032584667206,0.9191968,0.3439999096693786,0.40726130469720206,0.592738695302798,0.5926208193824803,0.3636363636363636,0.6363636363636365,0.6223776223776224,0.9501633,0.049836695,0.2916666666666667,0.7083333333333333,0.6862745098039216,0.4493996341536477,Medium Drift
1375,mrpc,"She noted some fast-food chains , including McDonald 's , already display calorie information in their stores or on their Web sites .","She observed that certain fast-food chains, like McDonald's, currently provide calorie data at their locations or online.",0.3733343183994293,0.9303108,0.3147619056773396,0.3685897435897436,0.6314102564102564,0.6313035734164533,0.45,0.55,0.5326923076923077,0.9400795,0.05992049,0.3,0.7,0.5488721804511278,0.4216563196281559,Medium Drift
1376,mrpc,"His wife , who he married in a first ever space wedding by a space phone during his lengthy mission , waited in Moscow .","His wife, whom he wed by space phone in the inaugural space wedding during his extended mission, waited in Moscow.",0.17451901733875275,0.9847715,0.11200022169298535,0.5861365953109072,0.4138634046890928,0.41369375589160773,0.6190476190476191,0.38095238095238093,0.35714285714285715,0.9539812,0.04601878,0.5217391304347826,0.4782608695652174,0.4166666666666667,0.22136745562268423,Low Drift
1377,mrpc,"Not only had Bashir given his blessing but he had asked "" that we hit the target well "" , Mr Bafana said .",Mr. Bafana stated that Bashir approved and even specifically requested hitting the target well.,0.5073317885398865,0.8713074,0.4514191576613326,0.38659793814432986,0.6134020618556701,0.6132901666492607,0.2941176470588235,0.7058823529411765,0.6945701357466063,0.90388983,0.096110165,0.2692307692307692,0.7307692307692308,0.7358490566037735,0.532423555075973,High Drift
1378,mrpc,"Farmland Foods President George Richter said , "" With Smithfield 's support and leadership , Farmland Foods will succeed and continue to sustain the Midwestern communities which depend on it . ""","Farmland Foods President George Richter stated that with Smithfield's backing and guidance, Farmland Foods will thrive and continue to support the Midwestern communities reliant on it.",0.25456809997558594,0.9675976,0.19363823803405916,0.7562778197698833,0.24372218023011671,0.24350328650514716,0.7407407407407407,0.2592592592592593,0.23076923076923084,0.95691043,0.04308957,0.6,0.4,0.26288659793814434,0.21103744627531107,Low Drift
1379,mrpc,The panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,The panel required the Commerce Department to present updated duty amounts inside 60 days.,0.5318569540977478,0.85856414,0.47643113532088605,0.48523206751054854,0.5147679324894514,0.5146274890545713,0.6000000000000001,0.3999999999999999,0.37692307692307686,0.9491832,0.050816774,0.35,0.65,0.3979591836734694,0.46416879438806125,High Drift
1380,mrpc,"Kenneth "" Supreme "" McGriff was sentenced to 37 months in prison for illegally possessing a handgun as a convicted felon at a firing range in Maryland .","Kenneth ""Supreme"" McGriff got 37 months in prison for unlawful handgun possession as a convicted felon at a Maryland shooting range.",0.3262069821357727,0.9467945,0.2666991156831245,0.6859756097560976,0.3140243902439024,0.3138258444813102,0.6956521739130435,0.30434782608695654,0.2775919732441472,0.9621005,0.037899494,0.6153846153846154,0.3846153846153846,0.39473684210526316,0.27830303295496617,Low Drift
1381,mrpc,"The new Army Commander is the Masaka Armoured Brigade commanding officer , Brigadier Aronda Nyakairima who is now promoted to major general .","Brigadier Aronda Nyakairima, formerly commanding the Masaka Armoured Brigade, has been named the new Army Commander and promoted to major general.",0.36935263872146606,0.9317893,0.3107011916765408,0.7300037202380952,0.26999627976190477,0.26978499069671286,0.47619047619047616,0.5238095238095238,0.5054945054945055,0.94085926,0.05914074,0.625,0.375,0.5753424657534246,0.34147661424416814,Low Drift
1382,mrpc,"In morning trading on the New York Stock Exchange , Coca-Cola shares were down 34 cents at $ 43.67 .",Coca-Cola's stock price fell 34 cents to $43.67 in early NYSE trading.,0.5307063460350037,0.8591753,0.47525768827147225,0.41218637992831536,0.5878136200716846,0.5876943186592596,0.35294117647058826,0.6470588235294117,0.6334841628959275,0.9246297,0.07537031,0.36,0.64,0.82,0.5293903092739207,High Drift
1383,mrpc,The study found that only about one-third of parents of sexually experienced 14-year-olds knew their children were having sex .,A study indicated that under a third of parents of sexually active 14-year-olds were aware of their children's sexual activity.,0.35657718777656555,0.93642634,0.29767215450773166,0.4543629012824976,0.5456370987175023,0.5455055899182888,0.5333333333333332,0.4666666666666668,0.4461538461538463,0.965362,0.034637988,0.41379310344827586,0.5862068965517242,0.4645669291338583,0.37693517991906605,Medium Drift
1384,mrpc,Mr. Bush said he was taking the action in response to Hamas 's claim of responsibility for the bus bombing in Israel on Tuesday that killed 20 people .,"Mr. Bush's action stems from Hamas taking credit for Tuesday's bus explosion in Israel, which claimed 20 lives.",0.5965001583099365,0.8220937,0.5423574743616006,0.3331665506439262,0.6668334493560738,0.6667370190953954,0.375,0.625,0.610576923076923,0.9432391,0.056760907,0.36363636363636365,0.6363636363636364,0.6225165562913907,0.5808772730514241,High Drift
1385,mrpc,"Had the creditors turned down the bailout plan , LG Group might have been forced to close down its credit card business .","Were the bailout rejected by creditors, LG Group would have been compelled to cease its credit card division.",0.4138140380382538,0.9143792,0.35604512722716214,0.4882820297840061,0.511717970215994,0.5115766440134515,0.5128205128205129,0.4871794871794871,0.46745562130177515,0.9508819,0.0491181,0.4230769230769231,0.5769230769230769,0.5041322314049587,0.40943352939934263,Medium Drift
1386,mrpc,"On Monday , the Dow declined 5.25 , or 0.1 percent , at 8,983.80 , having shed 2.3 percent last week .","Monday, the Dow fell 5.25 points (0.1%) to 8,983.80, extending last week's 2.3% loss.",0.5520758032798767,0.8476063,0.4970513184080167,0.616925669350309,0.383074330649691,0.3828957703980701,0.5714285714285713,0.4285714285714287,0.40659340659340676,0.93991,0.060090005,0.5185185185185185,0.4814814814814815,0.5686274509803921,0.45612862644310537,High Drift
1387,mrpc,""" I know of no pressure , "" said Mr. Feith , the under secretary of defense for policy .","According to Mr. Feith, under secretary of defense for policy, there was no pressure.",0.5429951548576355,0.85257834,0.48779042371862064,0.6620805369127516,0.3379194630872484,0.3377278334094155,0.5517241379310344,0.44827586206896564,0.427055702917772,0.929142,0.070858,0.5555555555555556,0.4444444444444444,0.6363636363636364,0.4456309614966099,Medium Drift
