idx,dataset_source,Type_2,Type_5_1st,Type_5_3rd,sds_step_a,sds_step_b,sds_e2e,sbert_step_a,sbert_step_b,meteor_step_a,meteor_step_b,rouge_step_a,rouge_step_b,jaccard_step_a,jaccard_step_b
1300,mrpc,Mr Koizumi issued a rebuke to his aide Konoike for his recent remark.,Mr Koizumi reprimanded aide Konoike over his recent statement.,Mr Koizumi took his aide Konoike to task for a recent comment.,0.38998389447883364,0.4389353782243987,0.3949545394248582,0.3321719370141224,0.42275826230218405,0.5534036613518012,0.45021162802496517,0.3999999999999999,0.4761904761904761,0.4,0.4
1301,mrpc,"The CBO analysis of the Senate 's proposed economic package, championed by Senator Maria Cantwell, detailed its long-term fiscal impact on the budget.","The CBO examined the long-term budgetary effects of the Senate's economic plan, a proposal championed by Senator Maria Cantwell.","CBO examined the long-term fiscal effects of the Senate's economic plan, an effort supported by Senator Maria Cantwell.",0.3808358865773795,0.20838065989186064,0.4219720467635096,0.3687018584950044,0.22125123090102722,0.38474052406855075,0.2366861921220752,0.4133333333333334,0.1414634146341463,0.4642857142857143,0.6521739130434783
1302,mrpc,"In July , EMC 2003, EMC completed its $1.3 billion acquisition of Legato Systems, a leading storage management software company.","EMC finalized its $1.3 billion purchase of Legato Systems, a prominent storage management software provider, in July 2003.","In July 2003, EMC purchased Legato Systems, a leading storage management software firm, for $1.3 billion.",0.2183501483129251,0.2910553859807783,0.2614244800574961,0.1661987534869383,0.21993530305790787,0.2700775580268875,0.28435990961905655,0.32307692307692304,0.5111111111111111,0.6521739130434783,0.5652173913043478
1303,mrpc,"The Standard & Poor 's 500 index continued its downward trend, closing 1.2 per cent lower during the volatile trading session.","The S&P 500 index extended its decline, finishing 1.2% lower amid a turbulent trading session.","The benchmark S&P 500's losses widened, as it closed a tumultuous trading period with a 1.2% drop.",0.559771913265615,0.6990231163856764,0.7903062299906666,0.6143862237556326,0.7712523409432325,0.5346482634822299,0.5381153158554416,0.4210526315789474,0.6432432432432432,0.37037037037037035,0.2962962962962963
1304,mrpc,"The Nasdaq fell , putting its longest winning streak of the month in jeopardy as investors grew cautious.","Nasdaq dropped, imperiling its longest monthly winning run as investors turned wary.","Wary investors prompted a Nasdaq slide, jeopardizing its historically long monthly win streak.",0.5080132756425428,0.6385410184563385,0.6942465935696231,0.48331835469466133,0.6726604040665947,0.545283727921834,0.5267238800819088,0.5448275862068965,0.6479999999999999,0.2727272727272727,0.25
1305,mrpc,"Shares of Cellegy were trading actively on the Nasdaq Stock Market, experiencing a significant decline in midday trading.","Cellegy's shares were actively traded on the Nasdaq Stock Market, later falling significantly during midday.","After a strong start on Nasdaq, Cellegy's shares dropped substantially around midday.",0.32683381047497523,0.5847827233040678,0.6840117362583624,0.2516917089415737,0.5431943511441472,0.46144686672662544,0.5977788389499662,0.4176470588235294,0.696551724137931,0.43478260869565216,0.2608695652173913
1306,mrpc,"This is a process and an opportunity for the people of Iraq, focused on rebuilding their nation and securing a brighter future.","This endeavor represents a path and a chance for Iraqis, dedicated to restoring their country and ensuring a prosperous future.","Through this initiative, Iraqis gain the chance to reconstruct their nation and forge a flourishing future.",0.5830040168496253,0.4810410637748509,0.5696712176423022,0.5058742985647571,0.3947580146024684,0.8164448076014743,0.6487090528446269,0.5809523809523809,0.5722222222222222,0.1935483870967742,0.32
1307,mrpc,"Matthew Lovett , a senior at Collingswood High School, was honored for his academic achievements last night.","Matthew Lovett, a Collingswood High senior, earned recognition yesterday for his academic achievements.",Collingswood High senior Matthew Lovett was lauded yesterday for his scholastic accomplishments.,0.2713297885438278,0.3894369509379071,0.45574769683374206,0.21873325850731834,0.3597383192263426,0.38320778788683924,0.3959697970105078,0.3172413793103448,0.47200000000000003,0.5263157894736842,0.47058823529411764
1308,mrpc,"That compares with earnings of 75 cents per share in the prior fiscal period, which missed analyst estimates but saw strong revenue growth overall for the period.","Against the prior fiscal period's earnings of 75 cents per share, which missed projections despite strong overall revenue growth.","Earnings of 75 cents per share in the last fiscal period missed forecasts, despite significant total revenue expansion.",0.39682202856453813,0.3919182822042608,0.46302493267259204,0.35652009965115106,0.34967979423265294,0.42944346089051405,0.43160465990229235,0.4851063829787234,0.4789473684210526,0.5517241379310345,0.46153846153846156
1309,mrpc,Republican officials said the official Medicare advertising failed to provide proof for seniors to buy.,GOP officials claimed Medicare's official ads lacked sufficient reasons for seniors to enroll.,GOP leaders argued Medicare's ads weren't convincing enough for seniors to sign up.,0.5701757352181372,0.4123819448434827,0.592005399124435,0.5244485071823285,0.34775028993854545,0.6568434993712869,0.5496933371603978,0.6206896551724137,0.4689655172413792,0.2727272727272727,0.3181818181818182
1310,mrpc,"Moore was expected to be released from the hospital by Thursday, but doctors said Friday he may stay until Jackie Green arrives.","Moore, initially set for a Thursday hospital release, may now stay until Jackie Green's arrival, doctors reported Friday.","Doctors stated Friday that Moore, scheduled for a Thursday departure, could now remain until Jackie Green arrives.",0.43904896510890756,0.38218999093994005,0.5345374026227924,0.35367500780743905,0.35319302982781864,0.5634880948051476,0.4013708652162442,0.5707317073170731,0.45,0.3225806451612903,0.38461538461538464
1311,mrpc,The merged company in Sunnyvale has its headquarter and teams now interwoven.,The newly formed Sunnyvale firm has seamlessly blended its headquarters and teams.,Sunnyvale's new firm smoothly united its staff and primary workspace.,0.44933367105699185,0.6624568495501569,0.7666119578097503,0.472481783596053,0.6210077765725248,0.4708896711634673,0.831869613685384,0.3583333333333333,0.6173913043478261,0.3333333333333333,0.21052631578947367
1312,mrpc,"Apple has also built a new Panther Server, enhancing its Unix-based Mac OS with robust networking features like PPTP support.","Apple's new Panther Server bolsters its Unix-based Mac OS, incorporating powerful networking, such as PPTP.","Apple's Panther Server strengthens its Unix-based Mac OS, bringing robust network functionalities, including PPTP.",0.28107614585107626,0.21783817468662245,0.34842327064881196,0.19618152305851966,0.1476936852503371,0.4536782653429801,0.37944315101543447,0.36315789473684207,0.2666666666666666,0.4074074074074074,0.43478260869565216
1313,mrpc,"Bush 's aides describe Omaha as a crucial campaign stop for the president, emphasizing its importance for the agenda and providing a boost to Ben Nelson's Senate race.","President Bush's team considers Omaha a pivotal campaign visit, crucial for advancing his agenda and bolstering Ben Nelson's Senate bid.",Bush's team considers the Omaha trip essential for advancing his agenda and bolstering Ben Nelson's bid for the Senate.,0.3917226405923491,0.3387111471490243,0.5116416195333857,0.301802518735881,0.3908649405499712,0.570852705577632,0.2884027745603243,0.4823529411764706,0.2325581395348837,0.3939393939393939,0.625
1314,mrpc,"Since Perkins ' arrival at UConn the basketball program has seen a resurgence, reminding fans of the dominant Maryland teams he once coached.","Perkins' arrival at UConn has revitalized the basketball program, evoking memories of the formidable Maryland teams he previously led.","Perkins' arrival has revitalized UConn's basketball program, reminiscent of the powerful Maryland teams he previously coached.",0.3176294332745285,0.21939343033397243,0.3355893327062467,0.27143472126854445,0.1626815796056264,0.41774544159139954,0.3422557461863165,0.3560975609756098,0.2666666666666666,0.4444444444444444,0.5909090909090909
1315,mrpc,"Although Prempro pills were once widely used, a major study by researchers provided strong evidence of serious health risks.","While Prempro pills enjoyed broad use, a significant study found clear evidence of severe health dangers.","The medication Prempro gained extensive popularity, yet a major study later confirmed its serious health dangers.",0.32197624779545636,0.5223144764772555,0.5062622792883782,0.20475456064021236,0.4073051952171832,0.4984746999137874,0.7334067967347281,0.4971428571428573,0.65625,0.25,0.18518518518518517
1316,mrpc,"Almihdhar and Alhazmi , two of the hijackers on American Airlines Flight 77.","Almihdhar and Alhazmi, participants in the American Airlines Flight 77 hijacking.",The individuals Almihdhar and Alhazmi hijacked American Airlines Flight 77.,0.20565968017314695,0.38018950476286456,0.4208567789627238,0.17229719669308796,0.47467380238619905,0.2766242020908186,0.21025944998905885,0.2347826086956522,0.2666666666666667,0.5333333333333333,0.6153846153846154
1317,mrpc,Another soldier died and three others were seriously injured when their armored vehicle hit a landmine on a desolate piece of land just outside Baghdad.,Another soldier was killed and three others were seriously wounded after their armored vehicle struck a landmine on remote ground near Baghdad.,One soldier was killed and three others critically wounded when a landmine exploded beneath their armored vehicle in a secluded area near Baghdad.,0.269877999170235,0.39905761913506266,0.49259231874911535,0.20853110691922966,0.41320781887426766,0.37911582402965616,0.39122019460806606,0.3446808510638297,0.3644444444444444,0.4375,0.4666666666666667
1318,mrpc,Dennehy 's family will gather on campus this June day for a special event honoring his memory.,Dennehy's loved ones are gathering on campus in June for a special tribute in his honor.,Dennehy's family and friends will convene at the college during June to commemorate him.,0.35008531271013077,0.5763059363491891,0.4805940651761399,0.33075466583652713,0.4133177496630117,0.40522138957048437,0.8478264327569102,0.3529411764705882,0.79375,0.375,0.10714285714285714
1319,mrpc,The WWF also thinks the important animal migration through the Straits of Gibraltar needs protection this year.,WWF additionally believes this year's crucial animal migration via the Strait of Gibraltar requires safeguarding.,WWF also highlights the importance of safeguarding this year's crucial wildlife migration over the Strait of Gibraltar.,0.3321123161449132,0.2965813702679233,0.36061683465856004,0.21219584568108668,0.2591122362287535,0.4906407103479729,0.3526289661827679,0.5333333333333332,0.3529411764705882,0.34782608695652173,0.5238095238095238
1320,mrpc,"Malvo , 18 , was on trial in Franklin, VA, in Nov. 2003, facing the death penalty.","Malvo, 18, stood trial in Franklin, VA, in Nov. 2003, facing execution.","In November 2003, 18-year-old Malvo was tried in Franklin, VA, facing possible execution.",0.19571351831186762,0.359364288182215,0.40206447101896026,0.1570626831627398,0.25354844735663407,0.3221943568859335,0.5250649877300616,0.18518518518518512,0.5111111111111111,0.5625,0.47058823529411764
1321,mrpc,He had also said the European Central Bank was considering an interest rate hike for the European economy.,He also indicated the ECB might raise interest rates for Europe's economy.,He additionally recommended the ECB make borrowing more expensive for Europe's economy.,0.4687489602607086,0.542003756182786,0.757861155430891,0.3715581538386557,0.6065964359349219,0.725844533335963,0.4825371654168562,0.5032258064516129,0.40769230769230774,0.2608695652173913,0.3684210526315789
1322,mrpc,Most of that - $ 2 trillion – was spent on the U.S. troop deployments and military forces in Iraq and Afghanistan.,"Of that total, $2 trillion directly supported U.S. military presences and operations in Iraq and Afghanistan.","Of the total, $2 trillion was directly allocated to U.S. military efforts in Iraq and Afghanistan.",0.3944984717983134,0.3227920109931708,0.4339461429478942,0.3992756695589398,0.3570125418134558,0.4287194043688015,0.3193930177607809,0.3459459459459459,0.2235294117647058,0.4583333333333333,0.5714285714285714
1323,mrpc,"Two of his cousins , both members of the royal family, were strong contenders for the vacant throne.",His two royal cousins were major contenders for the empty throne.,His two royal kinsmen were major contenders for the unclaimed crown.,0.4139111540623521,0.40126413054664706,0.5504063342182541,0.3464637641739469,0.5093942448857747,0.5801644777899198,0.2781379180759114,0.45,0.19999999999999996,0.5294117647058824,0.5714285714285714
1324,mrpc,"A race observer sits in the passenger seat of a specially modified car, intently focused on the race. This critical observer diligently records every detail.","Positioned in the passenger seat of a modified car, a race official attentively watches the event, meticulously noting down all relevant information.","From the front seat of a modified vehicle, an event supervisor intently watches the contest, carefully documenting all important specifics.",0.5802220346339559,0.5497993136918623,0.6888462403437396,0.5772495218554514,0.49462791822471563,0.5906382033481067,0.6841604328327837,0.578723404255319,0.5809523809523809,0.28125,0.25806451612903225
1325,mrpc,"The single currency , the euro, saw its level drop sharply against the U.S. dollar and yen.","The euro, Europe's single currency, sharply declined against the US dollar and yen.","Europe's common currency, the euro, plunged in value compared to the US dollar and yen.",0.436482174673101,0.485105222604754,0.5697943569352215,0.4983421343720912,0.5647130329056532,0.3260941476685862,0.318053680973477,0.36129032258064514,0.4133333333333334,0.5555555555555556,0.47368421052631576
1326,mrpc,"A second Indonesian , Imam Samudra, a notorious figure implicated in the 2002 Bali bombings, was apprehended in the field by authorities.","Imam Samudra, another Indonesian infamous for his involvement in the 2002 Bali bombings, was captured on-site by officials.","Imam Samudra, the Indonesian notorious for his part in the 2002 Bali bombings, was captured by officials on site.",0.4851393574228001,0.11548438910247724,0.4778582917722653,0.4571957737753748,0.06938589827831991,0.5491094657878762,0.1797905664669001,0.505,0.18947368421052635,0.37037037037037035,0.7619047619047619
1327,mrpc,Bombardier and Embraer faced intense competition for jet orders from U.S. Airways in September.,"In September, Bombardier and Embraer competed intensely for U.S. Airways' jet orders.",Embraer and Bombardier aggressively pursued U.S. Airways' plane contracts in September.,0.28248014666877624,0.4998329124234659,0.520541303080815,0.2671309849162432,0.4652738953254868,0.2395792071665803,0.45534287614086916,0.37142857142857133,0.6479999999999999,0.6470588235294118,0.47058823529411764
1328,mrpc,""" Californians understand that we have some pressing problems facing our state. Roger Salazar, a key figure, is working with groups in Davis to address these challenges head-on.","Californians recognize the significant problems confronting their state. Roger Salazar, an influential figure, is partnering with groups in Davis to directly tackle these issues.",California's residents are keenly aware of its significant issues. Prominent figure Roger Salazar is partnering with Davis-based organizations to tackle these problems head-on.,0.34577753093904834,0.3672601133526472,0.4518990003705212,0.2554508812651015,0.24151162313001517,0.512535010899937,0.5517656973731904,0.45,0.5599999999999999,0.3333333333333333,0.35135135135135137
1329,mrpc,"The news comes after Drax 's announcement regarding its joint venture with AES Corp., the new owner of a significant energy storage project.","This report follows Drax's announced joint venture with AES Corp., the recent acquirer of a major energy storage project.","This report covers Drax's new venture with AES Corp., who recently obtained a significant energy storage facility.",0.29232202186139333,0.34082160608794854,0.477677676062875,0.275562983513929,0.32241340421423775,0.35120022853262156,0.43160465990229235,0.28372093023255823,0.3052631578947369,0.4482758620689655,0.4074074074074074
1330,mrpc,"Sylvan Shalom , the Sylvan Shalom, the ancient sage of the whispering sylvan groves, pondered the foreign flora nestled deep in the bush.","Sylvan Shalom, the venerable elder from the rustling forest, contemplated exotic plants hidden in the dense undergrowth.","Sylvan Shalom, an esteemed elder from the rustling forest, contemplated peculiar vegetation hidden in the dense undergrowth.",0.5734542958588592,0.2616300127803779,0.6273058969973818,0.47629427206776875,0.30320636846177235,0.7768502015525279,0.2397074291048079,0.6615384615384615,0.15882352941176464,0.15384615384615385,0.631578947368421
1331,mrpc,"Some 26.5 million shares changed hands each day, making it the highest average daily volume at the time.","Roughly 26.5 million shares were traded daily, setting a new record for average daily volume then.","Daily trading volume averaged around 26.5 million shares, an unprecedented figure then.",0.48376477486015923,0.46152389312524,0.5879137294711744,0.4049127361451289,0.37876902781352034,0.631863443643187,0.5379790488523053,0.5722222222222222,0.6333333333333333,0.25925925925925924,0.3181818181818182
1332,mrpc,"He also said it would occur, a cold wave, he knows, often hits hard in late winter.","He also predicted a cold snap, knowing late-winter ones are typically harsh.","He also foresaw a cold spell, bracing for its customary late-winter bite.",0.5755489259656288,0.536804993605037,0.6736579066606121,0.5786854465760928,0.5415240628537105,0.6550216234331986,0.5671450871563611,0.48666666666666664,0.4923076923076923,0.2608695652173913,0.3
1333,mrpc,"Her birthday , 21 Her birthday, 21st of April, promises a grand reception and an elegant ball, a truly special day.","April 21st, her birthday, will be celebrated with a magnificent reception and a graceful ball, ensuring a very special day.","A grand reception and elegant ball are planned for her April 21st birthday, ensuring an unforgettable occasion.",0.4451920445449272,0.5279094214743512,0.5182484937176703,0.3884473446912511,0.43821710174882866,0.5556181886508832,0.6221930994225674,0.505,0.7027027027027027,0.4,0.34615384615384615
1334,mrpc,""" Right from the Right from the beginning, we didn't want to cut their pay, knowing they want full value for their work.","From the start, we chose not to reduce their wages, as they expect fair compensation for their efforts.","We quickly ruled out wage reductions, recognizing employees deserve fair pay for their contributions.",0.6247129191681755,0.7570781530706369,0.9080457187622162,0.6565520459762634,0.7801946106231772,0.5831767505950144,0.788556933483653,0.5707317073170731,0.65625,0.25,0.14814814814814814
1335,mrpc,The transition is set to begin in June with a new slate for Dayton.,"Dayton's shift will commence in June, introducing a new agenda.","Dayton's new phase starts in June, introducing a different strategy.",0.5248794405273689,0.45538398195053986,0.605058226162279,0.4340223293857844,0.4961556320260776,0.6743302144794916,0.3884530136744665,0.6479999999999999,0.4000000000000001,0.25,0.4666666666666667
1336,mrpc,The greenback scored beefy gains against the euro and yen amid renewed confidence in the U.S. economy.,"The dollar saw substantial gains against the euro and yen, fueled by increasing faith in the U.S. economy.","Fueled by increased faith in the U.S. economy, the dollar substantially advanced against the euro and yen.",0.5973754005051478,0.39396658054385425,0.7385562901828033,0.7861471950655237,0.44600643460507494,0.3419489308426817,0.1669487340391818,0.28648648648648656,0.46486486486486484,0.43478260869565216,0.65
1337,mrpc,"Shares of the company , Shares of the company, U.S. coal producer Peabody Energy Corp. (BTU.N), fell sharply after a report on its future in the energy sector.",The stock of U.S. coal producer Peabody Energy Corp. (BTU.N) plunged following a report regarding its prospects in the energy industry.,Peabody Energy Corp.'s U.S. shares plunged following a report outlining its future prospects in the energy sector.,0.4272085354942002,0.3597022423229366,0.5445570162233645,0.4803088216322978,0.34422317792721135,0.4143469818048767,0.3944131064044777,0.28076923076923077,0.37142857142857133,0.5172413793103449,0.52
1338,mrpc,"Under the plan being discussed in Washington, GM's proposed changes would impact the Dow significantly by Wednesday.","Should the Washington plan proceed, GM's proposed adjustments could significantly affect the Dow by Wednesday.","Should Washington's plan proceed, GM's proposed alterations could significantly affect the Dow by Wednesday.",0.2840853088544272,0.11247312493783841,0.2931492644973841,0.2034188134076066,0.12999551070923437,0.39252304522578657,0.134879092561489,0.4176470588235294,0.037499999999999964,0.45454545454545453,0.875
1339,mrpc,The American Film Institute is a prominent screen organization for cinema.,The American Film Institute is an important cinematic body focused on film.,"The American Film Institute is an important cinema body, focusing on film.",0.36434140783092595,0.06579284672883277,0.32600212881210533,0.25353380318793173,0.08385095315801745,0.539366499156052,0.08574470750344482,0.5217391304347826,-0.008333333333333331,0.29411764705882354,0.6923076923076923
1340,mrpc,"That story also named archbishops Harry J. Flynn of Minneapolis and St. Paul, and Edwin F. O'Brien, noted for his work with the military services.","The account also mentioned Archbishops Harry J. Flynn (Minneapolis-St. Paul) and Edwin F. O'Brien, known for his military efforts.","The document cited Archbishops Harry J. Flynn of Minneapolis-St. Paul and Edwin F. O'Brien, known for his military background.",0.24282416717586333,0.17195038016831798,0.2952758877503021,0.21273591693577282,0.20190272963536937,0.32484925528476405,0.14451990241167237,0.25106382978723407,0.10952380952380948,0.5862068965517241,0.68
1341,mrpc,But Abraham said changes by the Environmental Protection Agency regarding air quality were necessary to improve public health.,"However, Abraham maintained that the EPA's air quality reforms were essential for public health improvement.","However, Abraham maintained that the EPA's air quality programs were essential to bolster public well-being.",0.45792781099424923,0.3298922134448088,0.589886894530288,0.3657827780552469,0.39641920360361427,0.6452318972760939,0.26020345641320114,0.5470588235294116,0.20000000000000007,0.25925925925925924,0.5714285714285714
1342,mrpc,Ontario Premier Ernie Eves announced a new plan for economic growth and job creation in the province.,"Ernie Eves, Ontario's Premier, introduced a strategy for provincial economic growth and employment.","Ontario's Premier, Ernie Eves, introduced a program to grow the economy and foster employment.",0.4938975167724082,0.4172131010730853,0.5348702371922506,0.4751720453454267,0.4002978040990834,0.5407456413741478,0.4162065758267972,0.5032258064516129,0.4689655172413792,0.4090909090909091,0.45
1343,mrpc,""" Biotech products , Biotech products, Fraley might say, need rigorous product testing. Experts say this is crucial for consumer safety.","Fraley emphasizes the necessity of thorough testing for biotech products, a step experts deem vital for public safety.","Fraley emphasizes the necessity of thorough testing for biotech items, a practice professionals consider crucial for public well-being.",0.5410843218297192,0.315667546083227,0.5970780025320983,0.41885552025481537,0.31663410436232226,0.7461523456814473,0.3419489308426817,0.7027027027027027,0.28648648648648656,0.2692307692307692,0.4583333333333333
1344,mrpc,They face a serious charge of robbery and police officer impersonation.,They are facing grave charges: robbery and police impersonation.,They face grave charges: robbery and posing as police.,0.3957792322906079,0.24117557281208113,0.3775550050447297,0.42638023440437445,0.2696265787453526,0.4697554582399164,0.2525536833799034,0.22999999999999993,0.14444444444444443,0.3333333333333333,0.5
1345,mrpc,""" Kahuku Ranch has evolved into a world-class agricultural and conservation ranch, known for its sustainable practices.","Kahuku Ranch is a premier farm and conservation estate, celebrated for its eco-friendly methods.","Kahuku Ranch, a premier agro-conservation estate, is highly esteemed for its responsible environmental stewardship.",0.49684645719037357,0.3522052465177528,0.5170643753445996,0.4354512590277835,0.29881957265941383,0.6591285088685177,0.45123418127718934,0.5187499999999999,0.4133333333333334,0.2916666666666667,0.42857142857142855
1346,mrpc,Southwest said it plans to update its entire fleet of aircraft with new cabin interiors.,Southwest announced a plan to modernize its entire fleet with new cabin designs.,Southwest will revamp the interior styling of every aircraft in its fleet.,0.39550958259348135,0.6051194847393323,0.5901892537078257,0.4221080043412425,0.46864006365749045,0.4183667570865366,0.8836772327241902,0.2928571428571428,0.736,0.4,0.13636363636363635
1347,mrpc,"His daughter , Nina Axelrod, formerly with The Associated Press, has forged her own path as a journalist.","Nina Axelrod, his daughter, a former Associated Press reporter, now pursues her own journalism career.","His daughter, Nina Axelrod, previously an Associated Press reporter, has transitioned to independent journalism.",0.4086737212174913,0.43012813618480117,0.4878278266787492,0.315279362363322,0.3860873018372951,0.5100305189974907,0.44755118920522413,0.5874999999999999,0.5448275862068964,0.391304347826087,0.38095238095238093
1348,mrpc,"Media moguls jostled for position as Vivendi Universal's U.S. media assets, including Hollywood studios, were put on the market, aiming for dominance across every medium.","Top media figures vied as Vivendi Universal's U.S. assets, including its Hollywood studios, went on sale, seeking to dominate every medium.","Major media magnates aggressively pursued Vivendi Universal's American assets, especially its Hollywood studios, seeking complete control of the media landscape.",0.3995561499831403,0.5473553691575487,0.5570108115823947,0.39774556719413895,0.5167635318001358,0.46454404833328483,0.6364862503873363,0.34,0.5499999999999998,0.3939393939393939,0.2727272727272727
1349,mrpc,"Stewart said she intends to steadfastly maintain her innocence throughout the trial, her lawyer poised to make a statement.","Stewart has stated her resolve to firmly assert her innocence throughout the trial, as her attorney stands ready to speak.","Stewart plans to vigorously declare she is innocent in court, as her lawyer prepares to argue her case.",0.41771092771241203,0.6181172099006981,0.6204985985003414,0.3951578430609605,0.5466835304932504,0.41077341707148646,0.7979038790763707,0.4923076923076923,0.6526315789473685,0.25925925925925924,0.13793103448275862
1350,mrpc,""" Three Weeks in Three Weeks in Washington will culminate in a massive October sale, starting Monday, a week of deals not to miss.","""Three Weeks in Washington"" concludes with a massive October sale, kicking off Monday for a week of unmissable deals.","""Three Weeks in Washington"" concludes with a massive October sale, starting Monday for a week of incredible offers.",0.3522855953048634,0.14788449368027498,0.3479833589908045,0.32429951627253983,0.1414408100437557,0.4694818086590785,0.20699193016199985,0.319047619047619,0.10810810810810802,0.5,0.6666666666666666
1351,mrpc,Several police officers say no one was hurt.,Multiple police officers confirmed no injuries.,Multiple officers confirmed all were uninjured.,0.49632097180877993,0.5234853031207392,0.7662819701086254,0.4269306276653498,0.531170834628116,0.6722415474764216,0.5739140117193482,0.5285714285714285,0.45,0.2727272727272727,0.3333333333333333
1352,mrpc,The 60 - year The 60-year-old millionaire attorney gave his daughter a warm hug and said goodbye.,The wealthy 60-year-old lawyer embraced his daughter warmly before saying goodbye.,"The wealthy lawyer, aged sixty, tenderly embraced his daughter before their parting.",0.43521416411607744,0.3747276678597876,0.6208012666309286,0.3581117075245016,0.3272779980101987,0.5985098915552693,0.5078043452683418,0.5032258064516129,0.38400000000000006,0.3333333333333333,0.3888888888888889
1353,mrpc,"This deterioration of security compounds the challenges for computer operating systems, making them increasingly vulnerable to attack and further deterioration.","Worsening security intensifies the difficulties for computer operating systems, making them more prone to attacks and continued decline.","As security weakens, operating systems become increasingly challenged and exposed to assaults, leading to a persistent degradation.",0.32993081749039277,0.5369879655844042,0.505241674583613,0.27629959941729576,0.39155466667821137,0.4575973944632344,0.7617043993159581,0.36315789473684207,0.7485714285714286,0.37037037037037035,0.1724137931034483
1354,mrpc,"Last month , Last month, a Turkish peacekeeper died when their plane crashed, ending a difficult month.","Last month, a Turkish peacekeeper perished in a plane crash, concluding a challenging period.",The tragic death of a Turkish peacekeeper in an air accident last month concluded a difficult era.,0.372741100382988,0.5445419585930672,0.6004432091931765,0.3119288618700659,0.5466167644580794,0.5145855829714092,0.5086659512040008,0.4133333333333334,0.5741935483870968,0.3333333333333333,0.2727272727272727
1355,mrpc,Its legal representatives discussed a settlement this week with the plaintiff's attorney.,Its attorneys met with the plaintiff's counsel this week to discuss a settlement.,Their legal team met to discuss a resolution with the plaintiff's lawyer this week.,0.3664620785845504,0.41525405710300484,0.43137810098471835,0.3467611687573599,0.45036425485809817,0.1994342940580797,0.2562120036993504,0.5925925925925924,0.4689655172413792,0.5,0.5263157894736842
1356,mrpc,"Quattrone is accused of obstructing justice by tampering with crucial files and diverting sensitive mail, thereby hindering a key worker's testimony.","Quattrone is charged with impeding justice by manipulating vital records and misdirecting confidential mail, thus blocking a crucial witness's testimony.","Quattrone faces charges of hindering justice for modifying key documents and diverting personal mail, which stopped an essential witness from testifying.",0.40334667427138815,0.5344045524000228,0.5542606755346655,0.314714012145575,0.38434592534927425,0.5330564511992857,0.8332707002380059,0.5395348837209301,0.6857142857142857,0.34375,0.13513513513513514
1357,mrpc,"Werdegar also said Intel 's servers are essential for high-performance computing, with Hamidi emphasizing their role in modern data centers.","Werdegar noted Intel servers are vital for high-performance computing, a role Hamidi further emphasized for modern data centers.","Werdegar emphasized Intel servers' vital role in HPC, while Hamidi further underscored their significance for modern data centers.",0.2283345749415457,0.3474926785945318,0.42296872866538654,0.1468535933665669,0.32121286673343696,0.41611209460802795,0.42787884682640215,0.28499999999999986,0.3459459459459459,0.5,0.5
1358,mrpc,"If the subsidies from the European Union to certain industries are reduced, the United States may respond.","If the EU reduces financial support for some industries, the US may react.",A decrease in EU funding for particular industries might prompt a US response.,0.4888686342939009,0.5244730682403362,0.6458340012211242,0.3666763851341584,0.37157694955809695,0.710980682733696,0.8460960309889285,0.6333333333333333,0.6615384615384615,0.17391304347826086,0.2
1359,mrpc,"If the extra equity for the AustMag project requires the director's final order, we must ensure all documentation is in perfect order for prompt approval.","Should the AustMag project's additional funding require the director's ultimate sign-off, all paperwork must be impeccable to secure swift approval.","For the AustMag project's additional funding to receive the director's final consent, all related documents must be impeccable for swift approval.",0.6005038132164319,0.31386600519382346,0.5952064155721976,0.590507925669356,0.32142854832490725,0.6350769217271528,0.3224356853422218,0.5959183673469388,0.2826086956521739,0.22857142857142856,0.5185185185185185
1360,mrpc,Microsoft has been awarded a patent for a significant new messaging feature designed to improve the user experience for all its users.,"Microsoft recently secured a patent for an important new messaging tool, which aims to boost the overall experience for its users.","Microsoft recently secured a new patent for an essential messaging tool, designed to significantly improve user satisfaction.",0.29389206522908695,0.2912057020011496,0.4301859438972172,0.20268319273900604,0.21687148704786902,0.4753642363005094,0.4422561541252989,0.3860465116279071,0.36315789473684207,0.3793103448275862,0.4230769230769231
1361,mrpc,"Prosecutors said the investment constituted a grave breach of duty, directly impacting the pension fund.","Prosecutors alleged the investment amounted to a severe duty violation, with direct adverse effects on the pension fund.","The prosecution argued the investment gravely violated obligations, directly damaging the pension fund.",0.39715648182054775,0.46468664575828983,0.3989424191651527,0.326112151569819,0.35692968141035175,0.5407792877266151,0.6784506361732969,0.4666666666666666,0.5741935483870968,0.2916666666666667,0.16666666666666666
1362,mrpc,"Nonetheless , the economy's slow growth did exhibit some positive signs.","Despite its slow growth, the economy displayed some encouraging signs.","Despite its slow growth, the economy revealed multiple positive signs.",0.38131170848752477,0.24083561909239093,0.4091756646929363,0.30270431517515417,0.22209160713758774,0.4174932159597805,0.3079032740491913,0.5809523809523809,0.23000000000000004,0.4,0.5384615384615384
